Date,Unnamed: 0,QR_trans,QR_POI_macro_422_per,QR_POI_micro_422_per,QR_POI_redline_422_per,QR_POI_blur_422_per,QR_POI_spoof_422_per,QR_POA_macro_422_per,QR_POA_blur_422_per,QR_POA_spoof_422_per
2021-01-11,12,629222,0.7642960735290192,9.32399687993997,7.90869968829058,3.401814498788456,4.924178389135546,1.7127262890816266,4.066440905464494,3.764436789716794
2021-01-12,13,689087,0.7996202617481522,9.173662439818267,7.6048009764697895,3.2345561809181533,4.976198548857393,1.6588017926919092,3.7982347727301096,3.8956094028937738
2021-01-13,14,793618,0.7499946884228865,9.184307004435757,7.368691912002512,3.2126779083245403,5.1083207626008305,1.6626352985689767,3.7668743159061115,4.5254922097752805
2021-01-14,15,510721,0.7942472710291285,9.861873212305177,8.086217967427471,3.34408382464538,4.8946354561905325,1.851030110935024,3.868145800316957,4.031273111463285
2021-01-15,16,552676,0.7954745137264974,9.500074343412498,7.757059244941268,3.3947905543315176,4.974588069909842,1.7542219729544464,3.9882844145323113,4.055664610207516
2021-01-16,17,892991,0.7797348358188992,9.254831806326491,7.4096753159901025,3.2600063532401524,5.117702133351167,1.6656413225732518,3.676280775401392,4.000530766354238
2021-01-17,18,367833,0.8438627249460936,10.721338895270339,8.863329504463655,3.7704290349233216,4.524615601636338,1.814681618745608,4.28484537117414,3.6287727130464567
2021-01-18,19,573492,0.7911752282548656,9.514572570425967,8.098905026480812,3.2608766286512654,4.672645157097834,1.620866921067883,3.8280609057586497,3.4893610615605786
2021-01-19,20,576631,0.7549770885649933,9.50339141015352,7.8154529215315724,3.266173919797033,4.837937194190592,1.6987089662388133,3.7524055079124863,3.8024774396054033
2021-01-20,21,749142,0.6973747946327359,9.438654488616788,7.96874921972924,3.362280338175589,4.383249022476791,1.7069183111519046,3.8455139972464436,3.777822395594309
2021-01-21,6,626823,0.7578979931170489,9.525183451172392,7.776485530632702,3.3558105017058653,5.188388812378603,1.6760141761001959,4.090424250765579,3.783160719815573
2021-01-22,22,537427,0.8179703503107315,9.49484428705343,7.858903586431968,3.307641565114745,4.815470610700276,1.6812551875122796,3.918651788112928,3.6263467483570375
2021-01-23,23,912215,0.7247432517005407,8.790282038391695,6.904759461982784,3.0497901897013415,5.427571843355323,1.7956080683503188,3.541789253183327,4.079365452962082
2021-01-24,24,365463,0.8041656083312166,10.589281178562358,8.997205994411988,3.683007366014732,4.5537211074422155,1.8260750950401212,4.4379733472508045,3.633171819491973
2021-01-25,5,577353,0.7546632953630564,9.430704514076377,7.889367783572655,3.3290545368714777,4.479802895139309,1.5876094838777064,3.8224234918455964,3.3856070666527405
2021-01-26,6,413647,0.8631783797357104,10.669333177886491,8.821010434369297,3.6307300471272974,4.4643137395577845,1.7294921157820746,4.43257760945057,3.604813412088085
