Date,Unnamed: 0,DE_trans,DE_POI_macro_422_per,DE_POI_micro_422_per,DE_POI_redline_422_per,DE_POI_blur_422_per,DE_POI_spoof_422_per,DE_POA_macro_422_per,DE_POA_blur_422_per,DE_POA_spoof_422_per
2021-01-05,6,489155,2.5513492569120766,12.010491529654589,10.674088231678011,8.106345959680635,5.930173207107117,0.7261673944950804,9.196006305832896,8.034500878830158
2021-01-06,7,538379,2.354095644260937,12.136512420715224,10.516182922025887,7.51592486451981,5.839230173713447,0.6913491149009108,8.509416863833748,8.051797876746312
2021-01-07,8,473242,2.4247446521487763,12.474465214877625,11.085758334939294,8.079398728078628,5.775293890923106,0.7062939679688669,8.90819113905104,8.497511600059871
2021-01-08,9,407831,2.393710922311656,12.1955906736446,11.23828507327276,7.758555192556077,6.072320818044897,0.7638066471821727,8.954356305479198,8.25356642292941
2021-01-09,10,740938,2.469306965010312,11.804346911138124,9.869057905174056,7.270517108628215,5.850182833686953,0.7207308786744961,8.05651906865785,8.124467759977922
2021-01-10,11,268448,2.4384668652220967,13.4045085080778,11.727096093209,8.560517947304374,5.9331320886641885,0.8002873683243252,9.217506077338836,8.406358859548732
2021-01-11,12,442908,2.5307932337001158,12.160042699950733,10.897109541796684,7.826408277221218,6.028494005583839,0.761482432730702,8.724943315207577,7.8671468988903825
2021-01-12,13,477560,2.37929531253585,11.963396633346846,10.69765129671977,7.428127844103002,5.973094307587589,0.6771455284327066,8.151665787256889,8.302553991131846
2021-01-13,14,549562,2.3253242554104,12.28535146237431,10.48875367310766,7.554623341028571,5.975480226367301,0.7363336240437419,8.536930177731582,9.48392928967102
2021-01-14,15,344567,2.6475802397269335,12.291694229090044,10.936416796761305,7.8183790649062015,6.072023919773502,0.7082171180319019,9.125846711481858,8.803228750273131
2021-01-15,16,380018,2.5931308804406026,12.19546010862082,10.678975751548997,7.9166029220530865,6.131913103342768,0.7211003804506877,8.611062335381916,8.067895815042435
2021-01-16,17,596956,2.348223456402876,11.450818310976622,9.825574601300195,7.2537840347866736,5.920376896630195,0.6288313083665104,7.732159809253278,8.344433242326344
2021-01-17,18,253493,2.4519285470474457,13.547474115371488,11.670127432017296,8.329303675048356,6.087154397542382,0.7141021892636596,9.425085718842196,7.964099974306498
2021-01-18,19,399624,2.5585791932522586,12.080311210485174,10.907818436312738,7.642562396611588,5.799749141080874,0.6576456175520661,8.591157144448157,7.422875598619
2021-01-19,20,404412,2.517170716328507,11.86884950570856,10.47447474497264,7.718152543517914,6.150381696579367,0.7254204203380908,8.585512427553914,8.001557213903071
2021-01-20,21,503478,2.2756046213836663,12.135834533050707,11.069472678999038,7.621159397223407,5.68883069154362,0.7171047994925647,8.030868983015013,8.142310945098316
2021-01-21,6,460278,2.2812796782922797,12.05490012199144,10.732465220518405,7.737515745637912,5.905259937136657,0.7314699862429956,8.639590453501805,7.968996409757406
2021-01-22,22,361513,2.454743195708237,12.120799204630904,11.088232473870411,7.691259519447683,6.131306555234247,0.7786197862468323,9.321401025917265,8.165101673542843
2021-01-23,23,627022,2.614571006568728,11.747070206399592,9.575308395462674,7.395618303171606,5.9937807037377455,0.6824473154163277,8.199491044406201,9.085101703849283
2021-01-24,24,244378,2.5117171642617264,13.452411706092924,11.544451415285824,8.763331734140309,6.229471897257999,0.8007860927699668,9.61677977464116,8.249382421275932
2021-01-25,5,389868,2.328942093437381,12.219021247634233,11.09230927008456,7.541092122805545,6.1966827958492985,0.6375819788993442,8.37639007698888,7.8140861134873125
2021-01-26,6,275005,2.2694477239931787,13.361537452446544,11.820805457169097,8.619309982946348,5.905155450609996,0.7001509649516504,9.410420661797707,8.214125423313885
